Time;Amplitude
218.00265503;2.21568632
218.00662231;1.58823526
218.01077271;0.84313726
218.01486206;0.11764706
218.01486206;0.13725491
218.01904297;1.01960790
218.02302551;1.82352936
218.02716064;1.60784316
218.03128052;0.68627453
218.03541565;0.00000000
218.03541565;0.29411766
218.03941345;1.17647064
218.04348755;2.27450991
218.04757690;2.62745094
218.04757690;1.68627453
218.05177307;0.62745100
218.05587769;0.01960784
218.06004333;0.62745100
218.06004333;1.56862748
218.06402588;2.50980401
218.06814575;2.33333325
218.07228088;0.39215687
218.07638550;0.19607843
218.08035278;1.13725495
218.08035278;2.23529410
218.08451843;3.00000000
218.08862305;2.45098042
218.09271240;1.49019611
218.09271240;0.49019608
218.09672546;0.74509805
218.10090637;1.64705884
218.10502625;2.62745094
218.10502625;2.90196085
218.10914612;2.03921580
218.11314392;1.07843137
218.11738586;1.37254906
218.12139893;2.19607854
218.12553406;3.29411769
218.12553406;2.90196085
218.12951660;2.13725495
218.13366699;0.92156863
218.13775635;0.58823532
218.13775635;1.43137252
218.14192200;2.33333325
218.14602661;3.03921580
218.15014648;2.47058821
218.15014648;1.52941179
218.15415955;0.82352942
218.15830994;1.21568632
218.16239929;2.84313726
218.16641235;2.88235283
218.17048645;2.17647052
218.17048645;1.13725495
218.17459106;0.50980395
218.17877197;1.19607842
218.18287659;2.23529410
218.18287659;3.09803915
218.18688965;2.72549009
218.19102478;1.68627453
218.19515991;0.66666669
218.19515991;0.60784316
218.19923401;1.66666663
218.20336914;2.74509811
218.20733643;2.72549009
218.21148682;1.60784316
218.21559143;0.64705884
218.21559143;0.96078432
218.21974182;2.21568632
218.22372437;3.31372547
218.22787476;3.50980401
218.22787476;2.58823538
218.23200989;1.45098042
218.23614502;0.76470590
218.24024963;1.35294116
218.24024963;2.29411769
218.24438477;3.25490189
218.24838257;2.82352948
218.25248718;1.03921568
218.25650024;1.01960790
218.26060486;1.92156863
218.26060486;2.64705873
218.26475525;3.17647052
218.26889038;2.21568632
218.27299500;1.29411769
218.27299500;0.66666669
218.27699280;1.21568632
218.28112793;2.27450991
